,0
221,0.06705539358600583
222,-0.05830903790087464
223,0.0008861863570498471
224,-0.00390625
225,0.0006375408709630376
226,0.025249571698605852
227,-0.04443148688046646
228,0.05830903790087464
229,0.1027405247813411
230,784.0
231,1.0
232,0.0
233,13310.0
234,0.0
235,1.0
236,13310.0
237,10.549433354777
238,10.424307193659663
239,10.638336489129681
240,10.767412127495904
241,10.790323241879143
242,10.790348484969764
243,9.898064287662855
244,9.242089456918531
245,-2.886213323830553
246,-7.27982874303607
247,-8.113950765337021
248,-8.13831232222387
249,9.720309675708455
250,8.9932456515045
251,0.407475417676565
252,-2.7860455742886554
253,-3.387913358926309
254,-3.4061471351483306
255,12071751151.0
256,32629815992.0
257,401034.0
258,7193.735969387755
259,131.3323228765358
260,2.438398123616324
261,441931.0
262,373564.0
263,908.2626019215973
264,19.851262326936382
265,0.5724155975437202
266,0.016916115182119648
267,164431871.00954795
268,451964314.23521024
269,1100.8902302046768
270,164.06745201933026
271,48.306911206121384
272,23.29705791995451
273,6019.635451241132
274,5174.3349433645835
275,2.4932983859617033
276,0.45274750744361353
277,0.21054702176811735
278,0.16162074247087688
279,1.9815271056488222
280,-0.771749028749136
281,-3.86766815743193
282,224328.22629253584
283,154.17652978929786
284,1.4854667250271982
285,-0.8535678234039692
286,-3.4022583549474756
287,3038609.714316497
288,168.37522901861834
289,3.47876826149125
290,2.736574608418232
291,2.1220322747342273
292,524.3191759255262
293,0.47576109697716557
294,3.4996174057733684
295,3.4594504586694192
296,3.4286640256058134
297,181.55652379333674
298,0.6679615844510055
299,3.4999998081081207
300,3.499822155597454
301,3.4996821704686543
302,53.98487633222181
303,0.30013307554948365
304,3.4999999999891744
305,3.5000136069954264
306,3.500024382363951
307,25.21318365790805
308,0.16445991457524706
309,2711.0
310,2398.0
311,2541.2937853107346
312,2511.0
313,12740.80634555843
314,112.87518037885225
315,2398.0
316,2711.0
317,313.0
318,4414.0
319,3984.0
320,4159.570621468926
321,4159.0
322,19130.45970187366
323,138.3129050445896
324,3984.0
325,4414.0
326,430.0
327,1043.0
328,266.0
329,738.8554913294797
330,755.0
331,21183.67275886264
332,145.54611900996412
333,336.48
334,1035.24
335,698.76
336,3533.0
337,3411.0
338,3475.0169491525426
339,3466.0
340,1141.2708991669062
341,33.782701182216115
342,3412.0
343,3533.0
344,121.0
345,633.0
346,592.0
347,611.2203389830509
348,608.0
349,123.36952982859331
350,11.107183703738464
351,593.0
352,626.0
353,33.0
354,10.44030650891055
355,1.0
356,6.195084820229432
357,6.4031242374328485
358,5.322073495450216
359,2.3069619622894124
360,1.0
361,10.263451247251316
362,9.263451247251316
363,1.491472358415793
364,0.125
365,0.8284535329368421
366,0.875
367,0.09911329818623354
368,0.3148226456057975
369,0.125
370,1.4147332304305427
371,1.2897332304305427
372,0.2130674797736847
373,0.015625
374,0.11128068167541424
375,0.11048543456039805
376,0.0019834903783208483
377,0.044536393863006556
378,0.015625
379,0.20210474720436325
380,0.18647974720436325
381,0.030438211396240672
382,0.001953125
383,0.01501351236061378
384,0.014218964627501012
385,4.181668550932292e-05
386,0.006466582212368672
387,0.001953125
388,0.028872106743480463
389,0.026918981743480463
390,10.0
391,1.0
392,4.348387096774194
393,4.0
394,7.065723204994797
395,2.6581428112490113
396,1.0
397,10.0
398,9.0
399,1.4285714285714286
400,0.125
401,0.581221198156682
402,0.5
403,0.1282965501497165
404,0.35818507806679567
405,0.125
406,1.2857142857142858
407,1.1607142857142858
408,0.20408163265306123
409,0.015625
410,0.07803447992100065
411,0.0625
412,0.002423617326311856
413,0.049230248082981015
414,0.015625
415,0.1836734693877551
416,0.1680484693877551
417,0.02915451895043732
418,0.001953125
419,0.010523142868898711
420,0.008746355685131196
421,4.738019659887547e-05
422,0.0068833274365582425
423,0.001953125
424,0.026239067055393587
425,0.024285942055393587
426,10.0
427,1.0
428,4.514285714285714
429,4.0
430,5.178367346938775
431,2.2756026337958866
432,1.0
433,9.609999999999985
434,8.609999999999985
435,1.4285714285714286
436,0.125
437,0.6040816326530614
438,0.5714285714285714
439,0.09523024260724702
440,0.3085939769458358
441,0.125
442,1.2857142857142858
443,1.1607142857142858
444,0.20408163265306123
445,0.015625
446,0.08119533527696793
447,0.078125
448,0.0018381933245953004
449,0.04287415683830179
450,0.015625
451,0.1836734693877551
452,0.1680484693877551
453,0.02915451895043732
454,0.001953125
455,0.010961578508954602
456,0.009765625
457,3.690505403997334e-05
458,0.006074953007223459
459,0.001953125
460,0.026239067055393587
461,0.024285942055393587
462,8.0
463,-10.0
464,-0.3096774193548387
465,-1.0
466,25.878293444328822
467,5.087071204959571
468,-10.0
469,7.460000000000008
470,17.460000000000008
471,1.1428571428571428
472,-1.4285714285714286
473,-0.04066820276497695
474,-0.125
475,0.4644607286202722
476,0.6815135571800991
477,-1.2857142857142858
478,1.0657142857142867
479,2.3514285714285723
480,0.16326530612244897
481,-0.20408163265306123
482,-0.005363314680710992
483,-0.015625
484,0.008484232238488579
485,0.0921098921858482
486,-0.1836734693877551
487,0.15224489795918383
488,0.3359183673469389
489,0.023323615160349854
490,-0.02915451895043732
491,-0.0007103842401015707
492,-0.001953125
493,0.0001576120866695446
494,0.012554365243593345
495,-0.026239067055393587
496,0.021749271137026262
497,0.04798833819241985
498,10.0
499,-6.0
500,1.7714285714285714
501,3.0
502,22.419183673469387
503,4.734890038160272
504,-6.0
505,9.609999999999985
506,15.609999999999985
507,1.4285714285714286
508,-0.8571428571428571
509,0.23647959183673473
510,0.375
511,0.40422226416076634
512,0.6357847624477693
513,-0.75
514,1.2857142857142858
515,2.0357142857142856
516,0.20408163265306123
517,-0.12244897959183673
518,0.031710094752186585
519,0.046875
520,0.007425345686141882
521,0.08617044554916657
522,-0.10204081632653061
523,0.1836734693877551
524,0.2857142857142857
525,0.02915451895043732
526,-0.01749271137026239
527,0.004270925525822573
528,0.005859375
529,0.00013882045260082593
530,0.011782209156216245
531,-0.01457725947521866
532,0.026239067055393587
533,0.04081632653061225
534,3343.0
535,1145.0
536,2012.8932584269662
537,1952.5
538,501802.05040398944
539,708.3798771873672
540,1145.0
541,3316.45
542,2171.45
543,5523.0
544,4780.0
545,5272.921348314607
546,5376.5
547,61237.99381391239
548,247.46311606765238
549,4783.54
550,5523.0
551,739.46
552,1109.0
553,729.0
554,1000.6818181818181
555,1025.0
556,6910.080578512396
557,83.12689443563013
558,737.5
559,1095.5
560,358.0
561,211.0
562,126.0
563,167.35955056179776
564,164.5
565,525.9718469890165
566,22.934076109340367
567,126.0
568,211.0
569,85.0
570,724.0
571,651.0
572,692.2921348314607
573,698.0
574,438.03825274586546
575,20.929363409952664
576,651.0
577,724.0
578,73.0
579,19.849433241279208
580,2.0
581,14.411696348893594
582,16.1245154965971
583,22.359188122568007
584,4.728550319343975
585,2.23606797749979
586,19.810591847876182
587,17.574523870376392
588,2.835633320182744
589,0.25
590,1.9269046814736202
591,2.1412562444675522
592,0.41670865062465534
593,0.6455297441827568
594,0.31943828249996997
595,2.7327121526038027
596,2.4132738701038328
597,0.40509047431182055
598,0.03125
599,0.2587834620216198
600,0.2768757054167086
601,0.008476452808054116
602,0.09206765342971501
603,0.04419417382415922
604,0.3903874503719718
605,0.34619327654781257
606,0.05787006775883151
607,0.00390625
608,0.03490798658661922
609,0.03460946317708857
610,0.0001831073224673459
611,0.013531715429587851
612,0.005524271728019903
613,0.055769635767424545
614,0.05024536403940464
615,19.0
616,1.0
617,12.809248554913294
618,15.0
619,29.021417354405425
620,5.3871529915536485
621,1.0
622,18.0
623,17.0
624,2.5714285714285716
625,0.125
626,1.7124277456647399
627,2.0
628,0.5340924840148896
629,0.7308163134570065
630,0.125
631,2.468571428571429
632,2.343571428571429
633,0.3673469387755102
634,0.015625
635,0.22994942196531792
636,0.25
637,0.010457567356809336
638,0.10226224795499723
639,0.015625
640,0.3526530612244898
641,0.3370280612244898
642,0.052478134110787174
643,0.001953125
644,0.031014528282411233
645,0.03125
646,0.00021484491743766298
647,0.014657589073161486
648,0.001953125
649,0.05037900874635569
650,0.04842588374635569
651,16.0
652,1.0
653,5.413793103448276
654,4.0
655,14.04716607213635
656,3.7479549186371424
657,1.0
658,15.0
659,14.0
660,2.142857142857143
661,0.125
662,0.724035303776683
663,0.5714285714285714
664,0.25379928341233443
665,0.5037849575089896
666,0.125
667,2.03857142857143
668,1.91357142857143
669,0.2857142857142857
670,0.015625
671,0.09483455446131941
672,0.078125
673,0.0042913652768592015
674,0.0655085130105943
675,0.015625
676,0.27122448979591823
677,0.25559948979591823
678,0.04081632653061224
679,0.001953125
680,0.012767516812580515
681,0.009765625
682,8.173556573192175e-05
683,0.009040772407926313
684,0.001953125
685,0.03874635568513117
686,0.03679323068513117
687,2.0
688,-19.0
689,-12.786127167630058
690,-15.0
691,29.613217949146314
692,5.441802821597482
693,-18.0
694,-1.0
695,17.0
696,0.2857142857142857
697,-2.5714285714285716
698,-1.7091246903385633
699,-2.0
700,0.5453940610124232
701,0.7385079965798766
702,-2.4685714285714284
703,-0.125
704,2.3435714285714284
705,0.04081632653061224
706,-0.3673469387755102
707,-0.22947755691872124
708,-0.25
709,0.010674354889608223
710,0.10331676964369445
711,-0.3526530612244898
712,-0.015625
713,0.3370280612244898
714,0.0058309037900874635
715,-0.052478134110787174
716,-0.030947118990040278
717,-0.03125
718,0.00021902170823443758
719,0.014799382022045298
720,-0.05037900874635569
721,-0.001953125
722,0.04842588374635569
723,10.0
724,-16.0
725,-3.1264367816091956
726,-3.0
727,33.5817148896816
728,5.794973243223958
729,-15.0
730,9.0
731,24.0
732,1.2857142857142858
733,-2.142857142857143
734,-0.417795566502463
735,-0.4017857142857143
736,0.603473269138214
737,0.7768354195955627
738,-2.0385714285714287
739,1.2857142857142858
740,3.3242857142857147
741,0.1836734693877551
742,-0.30612244897959184
743,-0.05608029849870982
744,-0.05404974489795918
745,0.011064394850049312
746,0.10518742724322766
747,-0.29122448979591836
748,0.1836734693877551
749,0.4748979591836735
750,0.026239067055393587
751,-0.043731778425655975
752,-0.0075608734103247205
753,-0.0068359375
754,0.0002067474789665525
755,0.014378716179358729
756,-0.04160349854227405
757,0.026239067055393587
758,0.06784256559766763
759,180.0
760,143.13010235415598
761,176.00168002877243
762,177.11288347561998
763,38.680044333007984
764,6.219328286319029
765,148.18209641998365
766,180.0
767,31.81790358001635
768,180.0
769,135.90938044919915
770,175.10314635374573
771,177.67477045316434
772,58.95561414527931
773,7.678255931217669
774,141.91506201556498
775,180.0
776,38.084937984435015
777,180.0
778,126.02737338510362
779,174.6175247295215
780,177.21703435155166
781,71.84890499796502
782,8.476373339935247
783,137.09248532412147
784,180.0
785,42.90751467587853
786,180.0
787,131.90230895779482
788,174.42594670660213
789,176.53792694386493
790,48.75751223932856
791,6.982657963793484
792,146.55086031984314
793,179.99999910651047
794,33.44913878666733
795,179.99999879258172
796,125.88213724620421
797,173.87416020845288
798,176.03780231093884
799,56.51440060609104
800,7.517606042224548
801,143.0464638720161
802,179.912911087834
803,36.866447215817914
804,179.86651279248633
805,126.86989764584402
806,173.440592553173
807,175.50748391044215
808,50.95807310511383
809,7.138492355190544
810,145.27020747994084
811,179.7543569044045
812,34.48414942446365
813,179.897135156277
814,130.1300582837189
815,173.26960605214768
816,174.8434455536251
817,45.627639675781055
818,6.754823437794733
819,148.4130312535999
820,179.80069891948457
821,31.387667665884663
822,180.0
823,131.49646835521554
824,172.99606911366791
825,174.29236747903195
826,42.34196459253814
827,6.507070354048597
828,150.0959931495423
829,179.99999888099288
830,29.90400573145058
831,180.0
832,134.40934278535332
833,172.9146343090401
834,174.1177925760103
835,39.04649288674334
836,6.248719299724011
837,152.69871764345118
838,179.9359729431996
839,27.237255299748426
840,180.0
841,135.1830529858435
842,172.68092231795453
843,173.6536797121144
844,35.915707209855825
845,5.992971484151733
846,154.3684446502197
847,179.92737731923035
848,25.55893266901066
849,1.0
